Sr No.,Text,Emotion,StartTime,EndTime
330,"Yeah, yeah you have the ring?",neutral,"00:04:04,118","00:04:06,286"
331,"Yeah, right here in my pocket.  Pheebs?",neutral,"00:04:04,118","00:04:13,085"
332,Oh! Oop!,surprise,"00:04:11,459","00:04:13,085"
333,"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",neutral,"00:04:15,713","00:04:19,508"
334,Yeah-yeah you guys. Get out of here!,neutral,"00:04:19,676","00:04:22,302"
335,Hi guys.,neutral,"00:04:23,805","00:04:26,306"
336,You are beautiful.,joy,"00:04:28,142","00:04:32,020"
337,"Oh, thank you!   What’s going on?",joy,"00:04:37,402","00:04:44,616"
338,We’re just really…very excited about this charity event that we have to go to.,neutral,"00:04:39,570","00:04:44,616"
339,"Okay umm, Ross?",neutral,"00:14:24,321","00:14:25,500"
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",neutral,"00:14:24,321","00:14:28,992"
341,"Now, I'm just letting you know that this is",neutral,"00:14:29,201","00:14:32,500"
342,Yep! That's hilarious!,joy,"00:14:37,918","00:14:40,086"
343,I'm sorry. I'm done. I'm done.,neutral,"00:14:40,921","00:14:42,922"
344,"Y'know, last night was embarrassing for you too.",neutral,"00:14:43,132","00:14:46,259"
345,"No, not really. I mean you've seen me naked hundreds of times.",neutral,"00:14:46,468","00:14:48,386"
346,Uh-huh. But it was a first for the rest of my building.,neutral,"00:14:48,386","00:14:49,386"
347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",neutral,"00:14:48,596","00:14:51,389"
348,What?! You totally get embarrassed!,surprise,"00:14:51,599","00:14:53,725"
349,"No, I don't! Ross, I think I'm just a more secure person than you are.",neutral,"00:14:53,934","00:14:58,521"
350,Is that so?,neutral,"0:14:58,731","0:14:59,732"
351,Yeah.,neutral,"0:14:59,732","0:15:00,469"
352,Hey lady! I don't care how much you want it! Okay?! I am,disgust,"00:15:02,234","00:15:06,029"
353,I can’t believe it!,surprise,"0:21:24,783","0:21:26,494"
354,I did it!,joy,"0:21:26,494","0:21:27,676"
355,I rode a bike!,joy,"0:21:27,676","0:21:28,010"
356,I never thought I’d be able to do that!,joy,"0:21:28,120","0:21:30,342"
357,Thank you Ross.,joy,"0:21:30,342","0:21:31,300"
358,"Oh hey, don’t thank me, thank yourself. You’re the one who faced her fears and ultimately overcame them.",joy,"00:21:31,456","00:21:37,837"
362,"Hey, both you guys should be up there with me.",neutral,"00:21:05,681","00:21:08,724"
363,"I mean, you two are-are my… I mean, I’m lucky to have just one good",neutral,"00:21:08,892","00:21:15,356"
364,Thanks man.,neutral,"00:21:17,192","00:21:19,068"
365,I gotta go check something over here.,neutral,"00:21:20,821","00:21:23,281"
366,What a baby.,sadness,"0:21:28,287","0:21:28,999"
367,Total wuss!,sadness,"0:21:28,999","0:21:30,933"
391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",neutral,"00:15:41,857","00:15:46,694"
392,Wow! This looks great!,joy,"00:15:47,529","00:15:48,905"
393,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",joy,"00:15:49,073","00:15:53,910"
394,And-and-and-and-and the toothpicks?,disgust,"00:15:54,078","00:15:56,871"
395,You kissed another woman!,anger,"00:20:20,844","00:20:23,012"
396,Call it even?!,neutral,"0:20:24,598","0:20:25,660"
397,Okay!,joy,"0:20:25,660","0:20:26,370"
398,"Well, I’m gonna go get these  in some water.",neutral,"0:20:32,522","0:20:34,983"
399,Wait you stole those from these people’s wedding?,surprise,"0:20:34,983","0:20:37,385"
400,"No-no, I took them from the hotel lobby.",neutral,"00:20:37,611","00:20:41,989"
401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",anger,"00:20:37,611","00:20:45,743"
402,Hey!,surprise,"0:20:49,081","0:20:49,582"
403,My sweater!,surprise,"0:20:49,582","0:20:51,192"
404,I’ve been looking for this for like a month!,surprise,"00:20:54,002","00:20:57,004"
405,Oh my God!!,surprise,"00:21:01,843","00:21:03,719"
406,Oh my God!,surprise,"00:21:10,811","00:21:12,395"
407,Happy?! Is that what I’m supposed to be Vic? Happy?,anger,"00:11:00,868","00:11:03,912"
408,"Well, why don’t you tell me what you’re supposed to be!",anger,"0:11:05,623","0:11:07,515"
409,Huh?,surprise,"0:11:07,515","0:11:08,269"
410,Because I sure as hell can’t figure it out!,anger,"00:11:08,376","00:11:10,835"
411,I talk to you and nothin’.,anger,"00:11:11,003","00:11:13,421"
412,"You look at me, and it’s nothin’.",anger,"0:11:13,589","0:11:15,258"
413,Nothing.,anger,"0:11:15,258","0:11:16,114"
414,"Tasty! I’m really starting to feel like you guys have a history, it’s-it’s nice.",joy,"00:11:23,057","00:11:30,021"
415,I have a question about this scene.,neutral,"0:11:30,189","0:11:31,941"
416,Yes?,neutral,"0:11:31,941","0:11:32,589"
417,"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust,"00:11:32,692","00:11:37,112"
418,"Peel the onion. First of all, he’s good looking.",neutral,"00:11:37,279","00:11:43,743"
419,Yeah.,neutral,"00:11:42,535","00:11:43,743"
420,I think my character’s gonna need a little bit more of reason than that.,neutral,"00:11:43,911","00:11:46,955"
421,"Oh, hey, how about this one.",neutral,"00:11:47,123","00:11:50,375"
422,"Ah, it’s says so in the script!",anger,"00:11:47,123","00:11:59,467"
423,"Y'know ah, I-I don’t know why my character likes you either, I mean it says in the script here that you’re a bitch.",anger,"00:11:53,295","00:12:02,929"
424,It doesn’t say that in the script.,anger,"0:12:00,177","0:12:02,529"
425,It does in mine!,anger,"0:12:02,529","0:12:02,973"
426,I can’t,anger,"00:04:36,859","00:04:40,237"
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,anger,"00:04:40,405","00:04:43,532"
428,Y’know who has a great video camera?,neutral,"0:04:47,996","0:04:50,008"
429,Greg and Jenny?,neutral,"0:04:50,008","0:04:51,709"
430,Do you still wanna call ‘em? I wanna call ‘em.,neutral,"0:04:52,417","0:04:54,879"
431,Let’s call ‘em.,neutral,"0:04:54,879","0:04:55,020"
432,Yeah! Ask them if they brought their friends any souvenirs!,joy,"00:04:55,169","00:04:57,421"
433,Hello?  Eighth street deli?,neutral,"00:05:04,095","00:05:06,471"
434,"Hey, hang up! You get food poisoning just talkin’ to that place.",disgust,"00:05:06,681","00:05:10,726"
435,"Uh sorry, wrong number.",fear,"0:05:10,977","0:05:12,187"
436,Here you go.,neutral,"0:05:12,187","0:05:14,079"
437,Hello?   It’s the deli again!,surprise,"00:05:16,566","00:05:19,609"
438,All right! I’ll have a sandwich!,joy,"00:05:19,777","00:05:21,945"
439,I don’t think this number’s right!,sadness,"00:05:22,864","00:05:24,448"
440,Oh come on!!,sadness,"00:05:25,908","00:05:28,118"
441,"Gotta go. I miss you too, I love you, but it's getting real late now",sadness,"00:04:41,281","00:04:49,162"
442,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",surprise,"00:04:45,493","00:04:56,503"
443,Her name's Ronni. She's a pet mortician.,neutral,"00:05:05,680","00:05:09,891"
444,Sure. So how long you been...,neutral,"00:05:14,147","00:05:18,358"
445,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",neutral,"00:05:20,486","00:05:28,994"
446,Since then?!,surprise,"0:05:25,158","0:05:26,076"
447,"No, it's only been six years.",neutral,"0:05:26,076","0:05:29,058"
448,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,neutral,"00:05:29,203","00:05:34,333"
449,...Joe.,neutral,"0:05:37,003","0:05:37,462"
450,Y'ever been in love?,neutral,"0:05:37,462","0:05:39,410"
451,...I d'know.,neutral,"00:05:41,049","00:05:42,090"
452,Then y'haven't. You're burning your tomatoes.,neutral,"0:05:44,844","0:05:47,514"
453,You're one to talk.,disgust,"0:05:47,514","0:05:47,871"
454,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",neutral,"00:05:50,433","00:05:58,648"
455,Oh man. Please tell me one of 'em is Ma.,disgust,"00:05:55,605","00:05:58,648"
456,"Of course, course one of 'em's Ma. What's the matter with you.",surprise,"00:05:58,900","00:06:01,818"
457,"Everything’s gonna be all right. Okay, Dick?",neutral,"00:21:57,691","00:22:03,237"
458,"Hello, I am Guru Saj--Whoa!!  That’s supposed to be a duck right? ‘Cause otherwise, this is waaay out of my league.",surprise,"00:22:05,907","00:22:13,456"
459,"Hey, Rach, how was work?",neutral,"00:21:33,917","00:21:37,211"
460,"Oh, great. Although I did sit down where there wasn’t a chair.",neutral,"00:21:35,752","00:21:40,381"
461,"By the way, Ross dropped by a box of your stuff.",neutral,"00:21:41,258","00:21:43,718"
462,"Oh, well, I guess I had that one coming.",neutral,"00:21:43,927","00:21:47,221"
463,"I’m just gonna throw it out, it’s probably just a bunch of shampoo and...",neutral,"00:21:47,723","00:21:51,392"
464,Something wrong?,neutral,"00:21:52,936","00:21:54,145"
465,No. Nothing.,neutral,"00:22:03,030","00:22:05,239"
466,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",neutral,"00:18:57,761","00:19:05,560"
467,"Yeah, that's it?",surprise,"0:19:03,767","0:19:04,989"
468,Yeah.,neutral,"0:19:04,989","0:19:05,624"
471,"Dude, I am sorry about what I said!",sadness,"00:16:58,976","00:17:01,936"
472,"No, no, you’re right, it is a ridiculous name!",disgust,"00:17:02,104","00:17:05,106"
473,It’s not that bad.,neutral,"00:17:05,983","00:17:08,609"
474,"Yes it is! From now on, I have no first name.",anger,"00:17:09,361","00:17:12,321"
475,"So, you’re just Bing?",neutral,"00:17:13,198","00:17:16,451"
476,Because we won our apartment back!,joy,"00:12:41,177","00:12:42,927"
477,"What? Ace is high! Jack, queen, king, ace!",surprise,"00:12:43,095","00:12:46,264"
478,"No! Ace is low! Ace, two, three, four!",anger,"00:12:46,432","00:12:49,184"
479,I don’t know. Ooh! Ooh! Look it!  Ah-ha!,surprise,"00:12:56,942","00:13:04,073"
480,"All right, cut, let’s pick again, pick again.",neutral,"0:13:06,577","0:13:08,259"
481,Okay.,neutral,"0:13:08,259","0:13:09,309"
482,Come on apartment! Come on apartment!  Oh! I know queen is high!,anger,"00:13:11,332","00:13:19,589"
483,"Uh-huh, not as high as… It worked! King!",surprise,"00:13:19,757","00:13:23,802"
484,Yeah baby!,joy,"00:13:23,969","00:13:26,596"
485,"But, we pick again! We pick again!",joy,"00:13:27,223","00:13:28,932"
486,Why?!,neutral,"0:13:29,099","0:13:29,767"
487,I don’t know!,fear,"0:13:29,767","0:13:30,673"
488,Tickets please!  That’s courtside baby!,joy,"00:13:32,561","00:13:39,317"
489,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",surprise,"00:13:39,485","00:13:49,619"
490,No they didn’t!,joy,"00:13:48,285","00:13:49,619"
491,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",neutral,"00:06:09,327","00:06:13,747"
492,It's gonna be worth it.,neutral,"00:06:13,956","00:06:15,999"
493,"It's a known fact that women love babies, all right?",neutral,"00:06:16,167","00:06:19,252"
494,Women love guys who love babies.,neutral,"0:06:19,420","0:06:21,402"
495,It's that whole sensitive thing.,neutral,"0:06:21,402","0:06:22,984"
496,"Quick, aim him at that pack o' babes over there.",neutral,"0:06:23,758","0:06:25,730"
497,Maybe one of them will break away.,neutral,"0:06:25,730","0:06:27,684"
498,"No, no wait, for get them, we got one, hard left.",joy,"00:06:28,346","00:06:31,765"
499,"All right, gimme the baby.",neutral,"0:06:31,933","0:06:32,775"
500,"No, I got him.",neutral,"0:06:32,775","0:06:33,769"
502,"Oh, seriously you want him?",surprise,"00:06:35,353","00:06:37,229"
503,Hello.,neutral,"00:06:37,814","00:06:39,314"
504,"Well, don't, don't think me immodest, but, me?",surprise,"00:06:43,820","00:06:48,281"
505,You wanna smell him?,neutral,"00:06:49,700","00:06:50,784"
506,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",joy,"00:06:55,832","00:06:59,126"
507,What'd I tell you? What'd I tell you?,joy,"00:07:04,298","00:07:05,674"
508,"Well, we are great guys.",neutral,"00:07:07,552","00:07:09,928"
509,Bye.,neutral,"00:08:50,029","00:08:52,155"
510,"Well, not really.",neutral,"00:12:56,692","00:12:57,859"
511,"I mean technically it’s-it’s not against the rules or anything, but it is frowned upon.",neutral,"00:12:58,027","00:13:02,197"
512,"Especially by that professor we ran into last night, Judgey von Holierthanthou.",anger,"00:13:02,364","00:13:06,951"
513,"Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents.",joy,"00:13:10,039","00:13:15,001"
514,Yeah. What-what should I do?,fear,"0:13:17,963","0:13:19,590"
515,"Well Ross, it seems pretty clear.",neutral,"0:13:19,590","0:13:21,456"
516,I mean what’s more important?,neutral,"0:13:21,550","0:13:22,677"
517,"What people think or how you feel, huh?",neutral,"0:13:22,677","0:13:25,161"
518,"Ross, you gotta follow your heart.",neutral,"0:13:25,262","0:13:26,534"
519,Joey that is so sweet.,joy,"0:13:26,534","0:13:28,570"
520,Hey.,neutral,"00:13:33,771","00:13:36,314"
521,"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",neutral,"00:13:36,482","00:13:40,235"
522,I couldn’t do it.,sadness,"0:13:40,402","0:13:41,464"
523,You couldn’t do it?!,surprise,"0:13:41,464","0:13:42,878"
524,"Hey, relax I just need more time. We’re going to dinner tonight.",neutral,"00:13:42,988","00:13:45,448"
525,What?! You’re going out with her again!,surprise,"0:13:45,616","0:13:47,328"
526,Going out with who?,neutral,"0:13:47,328","0:13:47,537"
527,"Uh, Dana Keystone from college.",neutral,"00:13:49,328","00:13:52,413"
528,Oh yeah! Wasn’t she uh,surprise,"00:13:52,581","00:13:55,708"
529,"No, that was Dana Caplin.",neutral,"00:13:56,919","00:13:58,461"
530,Joey! You didn’t even know her!,surprise,"0:14:01,799","0:14:03,061"
531,Ah whatever!,anger,"0:14:03,061","0:14:04,360"
532,"Morning! Hey, how’s my favorite genius and my little robot buddy?!",joy,"00:14:11,308","00:14:15,436"
533,Don’t touch him!,anger,"0:14:15,604","0:14:18,816"
534,Okay!,surprise,"0:14:18,816","0:14:19,128"
535,All right.,neutral,"0:14:19,128","0:14:19,414"
536,"Umm, all right Wayne, level with me.",neutral,"00:14:19,859","00:14:24,279"
538,I-I keep hearing all these rumors that I might get fired.,fear,"00:14:19,859","00:14:24,279"
539,"Okay, they even have actors coming in to read for my part!",fear,"00:14:24,446","00:14:27,657"
540,"Come on man, you-you got to give me a second chance!",sadness,"00:14:27,825","00:14:30,326"
541,"I mean, I love-I love this little guy!",joy,"0:14:30,494","0:14:31,956"
542,Ah-ah!!,surprise,"0:14:31,956","0:14:33,140"
543,"Okay, that’s why you didn’t want me to touch him right?",surprise,"0:14:33,706","0:14:36,292"
544,Here you go!,neutral,"0:14:36,292","0:14:36,714"
545,Okay?,neutral,"0:14:36,714","0:14:37,872"
546,Stupid!,anger,"0:14:39,795","0:14:41,881"
547,I can’t believe it!,surprise,"0:14:41,881","0:14:42,215"
548,God!,anger,"0:14:42,215","0:14:42,929"
549,"Hey, how you doin’?",neutral,"00:14:44,550","00:14:47,010"
550,Hey.,neutral,"00:11:10,086","00:11:12,629"
551,"Hi. Look um, about what happened earlier...",sadness,"00:11:10,086","00:11:14,839"
552,"No, hey, well, I-I completely understand. You were, you were stressed.",neutral,"00:11:15,007","00:11:18,927"
553,I was gonna give you a chance to apologise to me.,disgust,"00:11:22,431","00:11:25,433"
554,For what? For letting you throw me out of your office?,anger,"00:11:26,018","00:11:28,645"
555,You had no,anger,"00:11:28,938","00:11:31,981"
556,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",anger,"00:11:40,616","00:11:45,745"
557,"But I told you, I didn’t have the time!",anger,"00:11:47,206","00:11:49,958"
558,"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",anger,"00:11:50,126","00:11:54,587"
559,"Wh, Ross what do you want from me?",anger,"00:11:54,755","00:11:56,423"
560,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",anger,"00:11:56,590","00:11:59,467"
561,I know.,neutral,"00:12:55,000","00:12:56,232"
562,"Ooh, I have to tell you something.",joy,"00:12:56,400","00:12:57,942"
563,What?,neutral,"0:12:58,360","0:12:58,992"
564,But I can’t tell you.,neutral,"0:12:58,992","0:13:00,878"
565,"Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.",neutral,"00:13:02,490","00:13:13,917"
566,"Well, sure in a perfect world. But, no, I promised I wouldn’t tell, and I swore to like all my gods.",neutral,"00:13:06,202","00:13:13,917"
